Creation Time: 2023_6_17-13-21-2
13-21-2 | [INFO] TraderPlusCore - Started !
13-21-2 | [INFO] TraderPlus file exist ! loading...
13-21-2 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
13-21-2 | [INFO] TraderPlus file exist ! loading...
13-21-2 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
13-21-2 | [INFO] TraderPlus file exist ! loading...
13-21-2 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
13-21-2 | [INFO] TraderPlus file exist ! loading...
13-21-2 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
13-21-2 | [INFO] TraderPlus file exist ! loading...
13-21-2 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusInsuranceConfig.json
13-21-2 | [INFO] TraderPlus file exist ! loading...
13-21-3 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
13-21-3 | [INFO] TraderPlusServer - Started
13-21-3 | [INFO] TraderPlusBankingCore - Started !
13-21-3 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.json
13-21-3 | [INFO] TraderPlusBankingServer - Started
13-21-3 | [INFO] CarLockCore - Started !
13-21-3 | [INFO] CarLockServer - Started
13-21-8 | [INFO] SafeZoneCore - Started !
13-21-8 | [INFO] DEBUG MODE ENABLED
13-22-39 | [INFO] ID_count: 5
13-22-39 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_0\Licences.json
13-22-39 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_0\Vegetables.json
