Creation Time: 2023_6_16-23-7-6
23-7-6 | [INFO] TraderPlusCore - Started !
23-7-6 | [INFO] TraderPlus file exist ! loading...
23-7-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
23-7-6 | [INFO] TraderPlus file exist ! loading...
23-7-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
23-7-6 | [INFO] TraderPlus file exist ! loading...
23-7-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
23-7-6 | [INFO] TraderPlus file exist ! loading...
23-7-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
23-7-6 | [INFO] TraderPlus file exist ! loading...
23-7-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusInsuranceConfig.json
23-7-6 | [INFO] TraderPlus file exist ! loading...
23-7-7 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
23-7-7 | [INFO] TraderPlusServer - Started
23-7-7 | [INFO] TraderPlusBankingCore - Started !
23-7-7 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.json
23-7-7 | [INFO] TraderPlusBankingServer - Started
23-7-7 | [INFO] CarLockCore - Started !
23-7-7 | [INFO] CarLockServer - Started
23-7-12 | [INFO] SafeZoneCore - Started !
23-7-12 | [INFO] DEBUG MODE ENABLED
